category_truth,text
Content Discovery,Alertmanager fired and here is the summary: search-service (SEV2) - search p99 at 2400ms with 11% of queries timing out since the index rebuild. Impact is still growing per the last check. Happens on both web and the TV app. Needs an owner before it breaches further.
Identity Platform,"not sure if known, but auth-service: Redis hot key on session:tenant:enterprise-admins at 92k ops/s, Redis p99 3100ms, enterprise logins degraded. started around 11:35 utc. who owns this?"
Monetization Platform,"Issue summary: Invoice PDFs rendering with the wrong tax lines after the template deploy
Affected area: invoice-service
Description: Invoice PDFs rendering with the wrong tax lines after the template deploy.
Impact: Single account affected
First noticed: 17:00 UTC"
Data Platform,"Subject: Ongoing issue: feature-store-service

Good morning, Downstream ranking consumers report our features are 38 minutes stale and quality metrics are dipping.
Reference SF-7121 from an earlier report that looks related. Impact is still growing per the last check.
Appreciate any help.
Regards,
Devon"
Data Platform,"raising this here first: re event-ingestion-service: event-ingestion-service dropping malformed batches since the schema bump, 12% reject rate. thread me if you need logs."
Monetization Platform,"Subject: Help needed - billing-service

Hello, My card was billed two times for the same subscription period and I need one refunded.
Hope this can be sorted soon.
- Ingrid"
Streaming Platform,"Issue summary: P99 playback start latency breached the 2500ms SLO in eu-west-1 for 55m
Affected area: playback-service
Description: P99 playback start latency breached the 2500ms SLO in eu-west-1 for 55m, currently 2700ms, and customers report buffering.
Impact: Revenue impacting
First noticed: 00:05 UTC"
User Engagement,"Issue summary: Notification dedupe cache flushed during the deploy
Affected area: notification-service (prod)
Description: Notification dedupe cache flushed during the deploy, users receiving repeats. Started around 16:50 UTC.
Impact: Revenue impacting
First noticed: 16:15 UTC"
Core Platform,"Issue summary: The site will not load at all from my location
Affected area: edge-router
Description: The site will not load at all from my location, it times out before anything appears.
Impact: Revenue impacting
First noticed: 01:55 UTC"
Core Platform,"Subject: Ongoing issue: service degradation

Hi there, The whole app errors out intermittently, different screens but the same something-went-wrong message.
Nothing obvious in the last deploy diff.
Hope this can be sorted soon.
- Omar"
Content Discovery,"Issue summary: Episode descriptions are attached to the wrong shows and the thumbnails are mixed up too
Affected area: production
Description: Episode descriptions are attached to the wrong shows and the thumbnails are mixed up too.
Impact: Widespread, still growing
First noticed: 11:40 UTC"
Core Platform,"Monitoring picked this up a few minutes ago: config-service (SEV1) - config watchers disconnected after the etcd failover, 3200 stale clients. Happens on both web and the TV app. Started around 13:55 UTC. Runbook link was stale, routing to you."
Monetization Platform,"not sure if known, but seeing this on subscription-service - renewal processing backlog at 74 accounts and renewals are failing silently. cc on-call."
Core Platform,"fyi - seeing this on observability-service - Prometheus active series exploded to 9M after a request_id label landed on a hot metric, head memory at 36GB. impact is still growing per the last check."
User Engagement,"quick flag: email-service in prod: I never received the password reset email, tried four times and checked spam. first noticed by the sev2 bridge during triage. who owns this?"
Content Discovery,"Issue summary: Searching anything just shows a loading spinner and then an empty page
Affected area: search-service (prod)
Description: Searching anything just shows a loading spinner and then an empty page. Impact is still growing per the last check.
Impact: Revenue impacting
First noticed: 18:45 UTC"
Data Platform,"quick flag: re feature-store-service: online feature freshness lag at 20m on redis-feature-online, 33% stale features being served. a restart made it better for about ten minutes. impact is still growing per the last check. will open a ticket if it persists."
User Engagement,"Subject: Ongoing issue: email-service

Hi team, Signup confirmation emails are not arriving so I cannot verify my address.
Impact is still growing per the last check.
Can someone take a look?
Best,
Lena"
Identity Platform,"Issue summary: Device activation code validation failing
Affected area: device-auth-service
Description: Device activation code validation failing, 15% of TV sign-ins erroring since the 00:15 deploy. Started around 16:10 UTC.
Impact: Multiple customers affected
First noticed: 08:25 UTC"
Core Platform,"fyi - api-gateway in prod: gateway returning 502 and 504 across multiple upstreams, 18% of requests failing since 16:50. nothing obvious in the last deploy diff. can someone take a look?"
Core Platform,"heads up - experiment-service in prod: assignment cache stampede at 800 rps after the deploy, allocation service saturated. retried after clearing cache, no change. thread me if you need logs."
User Engagement,"On-call summary from the last page: notification-service (SEV3) - in-app notification fanout delayed 41m, queue depth 1860 and climbing. Nothing obvious in the last deploy diff. A restart made it better for about ten minutes."
Content Discovery,"Alertmanager fired and here is the summary: recommendation-service (SEV3) - ranker-v42 inference errors spiked after the canary promotion, 36% error rate and homepage personalization degraded. Reference SF-1918 from an earlier report that looks related. Paging felt premature so filing here."
Content Discovery,"Issue summary: Metadata reads serving stale artwork and descriptions after a cache invalidation misfired
Affected area: production
Description: Metadata reads serving stale artwork and descriptions after a cache invalidation misfired, 17% mismatch rate. Started around 10:25 UTC.
Impact: Single account affected
First noticed: 16:40 UTC"
User Engagement,"Monitoring picked this up a few minutes ago: notification-service (SEV3) - notification dedupe cache flushed during the deploy, users receiving repeats. Paging felt premature so filing here."
Streaming Platform,"Issue summary: Video keeps stalling only in the evenings
Affected area: production
Description: Video keeps stalling only in the evenings, mornings are fine on the same connection.
Impact: Revenue impacting
First noticed: 03:30 UTC"
User Engagement,"fyi - email-service in prod: transactional email bounce rate up 24% since 14:05, password-reset sends stuck in queue. nothing obvious in the last deploy diff. will open a ticket if it persists."
Streaming Platform,"Paraphrasing the page we just got: playback-service (SEV2) - playback-cache-pvc is showing DiskIOPSSaturation, volume latency 330ms and cache reads timing out. First noticed by the SEV1 bridge during triage. Nothing obvious in the last deploy diff."
